RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq%,MSinceMostRecentInqexcl7days%,PercentBadTrades,RegularDelqFlag,HigherUtilizationDelqRisk
Good,72,348,16,79,36,,100,Unknown,7,8,36,0,31,Unknown,unknown,39,4,5OrMore,2,67,0.21739130434782608,0.4273504273504274,0,0,0
Bad,76,397,2,106,22,,91,6-12months,6,6,23,1,13,6-12months,unknown,17,7,None,0,50,1.5625,2.7027027027027026,5,0,0
Good,89,259,5,116,20,,100,Unknown,7,8,21,3,38,InLast6Months,OneOrTwo,1,3,2,0,55,0.21739130434782608,0.6896551724137931,5,0,0
Good,82,268,2,63,40,,100,Unknown,7,8,36,4,7,InLast6Months,unknown,6,4,unknown,0,25,0.21739130434782608,0.6896551724137931,-11,0,0
Bad,67,204,4,80,19,Never,95,2years+,6,2,23,6,39,Never,unknown,3,1,2,0,40,0.6172839506172839,0.23201856148491878,18,0,0
Bad,63,136,3,73,16,,94,2years+,6,6,16,2,19,Never,UpTo10,98,5,None,4,100,0.6172839506172839,0.23201856148491878,0,0,1
Bad,77,169,25,94,13,Never,93,2years+,6,2,15,0,33,Unknown,unknown,0,1,None,0,50,0.6172839506172839,0.4273504273504274,14,0,0
Good,87,273,23,78,22,,100,Unknown,7,8,22,0,23,Never,noInqueryMade,4,2,1,0,44,0.21739130434782608,0.23201856148491878,0,0,0
Good,79,209,25,100,22,,100,Unknown,7,8,22,0,36,Unknown,unknown,56,4,1,2,60,0.21739130434782608,0.4273504273504274,0,0,1
Good,83,234,1,95,33,,100,Unknown,7,8,37,4,59,InLastMonth,noInqueryMade,6,7,5OrMore,1,87,0.21739130434782608,1.8181818181818181,11,0,0
Good,89,364,25,150,14,,100,Unknown,7,8,14,0,36,InLast6Months,noInqueryMade,6,2,2,0,67,0.21739130434782608,0.6896551724137931,0,0,0
Bad,64,164,25,141,1,Never,50,LastYear,6,2,8,0,80,Unknown,unknown,33,3,None,0,100,1.0869565217391304,0.4273504273504274,88,1,0
Bad,75,117,7,54,13,Never,86,6-12months,6,4,15,2,21,InLast6Months,UpTo5,0,2,2,0,83,1.5625,0.6896551724137931,14,1,0
Bad,77,88,5,40,12,,92,LastYear,6,6,12,4,42,Unknown,unknown,0,2,2,0,56,1.0869565217391304,0.4273504273504274,0,0,0
Bad,66,284,25,107,15,OnceOrTwice,82,InLast6Months,4,4,17,0,53,Never,noInqueryMade,19,3,1,1,63,0.7575757575757576,0.23201856148491878,12,1,0
Bad,56,107,18,60,14,,71,InLast6Months,4,6,17,0,24,Never,unknown,49,4,1,4,67,0.7575757575757576,0.23201856148491878,18,1,0
Good,76,194,7,14,7,,100,Unknown,7,8,0,2,0,6-12months,unknown,5,3,unknown,0,75,0.21739130434782608,2.7027027027027026,18,0,0
Bad,64,117,5,61,18,Never,74,LastYear,6,5,19,3,47,Unknown,OneOrTwo,70,3,1,0,83,1.0869565217391304,0.4273504273504274,6,1,1
Good,78,253,0,110,37,,100,Unknown,7,8,39,3,18,InLastMonth,noInqueryMade,21,10,1,0,59,0.21739130434782608,1.8181818181818181,6,0,0
Good,65,275,2,81,42,,93,LastYear,6,6,44,5,50,Never,OneOrTwo,63,4,5OrMore,1,71,1.0869565217391304,0.23201856148491878,5,0,1
Good,63,194,4,118,5,OnceOrTwice,100,Unknown,7,8,0,1,40,Unknown,noInqueryMade,65,2,unknown,1,100,0.21739130434782608,0.4273504273504274,5,0,1
Good,90,332,6,121,7,,100,Unknown,7,8,11,1,0,LastYear,unknown,14,3,unknown,0,60,0.21739130434782608,2.380952380952381,37,0,0
Bad,90,148,3,77,9,,100,Unknown,7,8,16,1,0,Never,noInqueryMade,0,0,unknown,0,0,0.21739130434782608,0.23201856148491878,44,0,0
Good,85,232,2,105,26,,100,Unknown,7,8,41,2,39,Never,OneOrTwo,5,3,2,1,46,0.21739130434782608,0.23201856148491878,37,0,0
Good,86,423,25,149,14,,93,Unknown,6,7,15,0,53,Never,unknown,23,3,1,0,83,0.21739130434782608,0.23201856148491878,7,0,0
Good,77,154,2,71,27,,100,Unknown,7,8,28,2,29,Never,unknown,39,5,2,0,62,0.21739130434782608,0.23201856148491878,4,0,0
Bad,64,450,3,130,23,,96,Never,4,6,23,6,9,Never,unknown,34,7,None,3,67,14.285714285714285,0.23201856148491878,0,0,0
Bad,65,330,1,113,17,OnceOrTwice,89,LastYear,6,6,21,2,16,Never,noInqueryMade,54,5,None,2,78,1.0869565217391304,0.23201856148491878,20,1,0
Bad,67,62,8,32,10,,100,Unknown,7,8,10,2,40,Never,OneOrTwo,89,5,2,2,100,0.21739130434782608,0.23201856148491878,0,0,1
Good,66,43,4,24,21,,100,Unknown,7,8,21,5,33,Never,UpTo5,37,4,1,1,58,0.21739130434782608,0.23201856148491878,0,0,0
Good,90,400,25,150,6,,100,Unknown,7,8,6,0,0,LastYear,unknown,0,0,unknown,0,0,0.21739130434782608,2.380952380952381,0,0,0
Bad,73,191,17,106,22,,95,Unknown,6,6,22,0,18,Unknown,unknown,73,10,None,0,93,0.21739130434782608,0.4273504273504274,0,0,1
Bad,68,116,21,59,31,OnceOrTwice,97,LastYear,6,6,33,0,52,Never,noInqueryMade,16,2,5OrMore,0,75,1.0869565217391304,0.23201856148491878,7,0,0
Good,68,248,6,72,35,Never,97,6-12months,0,2,39,1,28,6-12months,unknown,9,3,2,1,33,1.5625,2.7027027027027026,11,0,0
Good,77,177,12,75,7,Never,89,LastYear,6,6,9,0,22,Unknown,OneOrTwo,1,1,unknown,0,25,1.0869565217391304,0.4273504273504274,23,1,0
Bad,70,299,3,104,33,Never,97,LastYear,6,2,37,4,8,Never,OneOrTwo,6,7,1,1,41,1.0869565217391304,0.23201856148491878,11,0,0
Bad,70,83,3,40,26,3-5,80,6-12months,4,4,30,3,33,Unknown,unknown,3,2,3,0,58,1.5625,0.4273504273504274,14,1,0
Good,77,100,5,38,15,,93,2years+,6,6,15,1,27,Never,UpTo5,10,3,None,0,57,0.6172839506172839,0.23201856148491878,0,0,0
Bad,63,191,4,102,40,Never,75,InLast6Months,4,5,44,3,23,Never,UpTo5,34,10,2,2,74,0.7575757575757576,0.23201856148491878,10,1,0
Bad,83,83,3,32,9,,100,Unknown,7,8,9,1,56,Unknown,OneOrTwo,9,1,3,0,71,0.21739130434782608,0.4273504273504274,0,0,0
Good,58,372,25,94,15,Never,71,InLast6Months,1,3,17,0,53,Never,unknown,35,4,None,0,100,0.7575757575757576,0.23201856148491878,12,1,0
Good,85,220,1,87,20,,100,Unknown,7,8,18,3,19,Unknown,OneOrTwo,8,3,2,0,50,0.21739130434782608,0.4273504273504274,-11,0,0
Bad,63,130,3,67,25,,86,InLast6Months,4,6,29,1,34,Never,unknown,57,4,1,2,67,0.7575757575757576,0.23201856148491878,14,1,1
Bad,85,162,25,101,6,,100,Unknown,7,8,6,0,33,Unknown,unknown,10,2,1,0,80,0.21739130434782608,0.4273504273504274,0,0,0
Bad,62,181,12,80,26,,88,InLast6Months,4,6,26,0,15,Never,noInqueryMade,67,4,None,2,67,0.7575757575757576,0.23201856148491878,0,1,1
Good,81,266,2,51,29,,100,Unknown,7,8,30,4,53,Never,noInqueryMade,9,3,5OrMore,0,83,0.21739130434782608,0.23201856148491878,4,0,0
Good,57,189,4,71,26,Never,86,InLast6Months,4,5,23,4,32,InLast6Months,noInqueryMade,62,5,2,2,67,0.7575757575757576,0.6896551724137931,-13,1,1
Good,86,194,13,73,8,,100,Unknown,7,8,8,0,75,Unknown,unknown,6,2,1,0,100,0.21739130434782608,0.4273504273504274,0,0,0
Good,57,173,5,68,7,OnceOrTwice,60,InLast6Months,0,5,11,2,40,Never,unknown,29,3,unknown,1,60,0.7575757575757576,0.23201856148491878,37,1,0
Bad,83,186,9,79,25,,100,Unknown,7,8,25,1,20,Never,noInqueryMade,15,3,None,0,57,0.21739130434782608,0.23201856148491878,0,0,0
Good,64,226,1,102,44,,98,InLastMonth,4,6,50,1,28,InLastMonth,OneOrTwo,59,10,2,4,62,3.7037037037037033,1.8181818181818181,12,0,1
Good,56,49,2,24,19,,95,InLast6Months,4,6,22,4,18,Never,unknown,48,6,1,1,67,0.7575757575757576,0.23201856148491878,14,0,0
Good,88,278,20,138,10,,100,Unknown,7,8,21,0,27,Unknown,unknown,3,1,None,0,50,0.21739130434782608,0.4273504273504274,53,0,0
Good,90,351,4,110,34,,100,Unknown,7,8,36,3,44,InLast6Months,noInqueryMade,2,1,5OrMore,0,53,0.21739130434782608,0.6896551724137931,6,0,0
Bad,63,169,6,72,46,Never,93,2years+,0,6,46,6,30,Unknown,unknown,24,5,4,1,50,0.6172839506172839,0.4273504273504274,0,0,0
Bad,62,134,3,48,17,,94,Never,4,6,19,3,63,Never,noInqueryMade,63,2,4,1,88,14.285714285714285,0.23201856148491878,11,0,1
Bad,62,163,11,53,22,,87,LastYear,6,6,23,1,39,Never,unknown,68,6,1,3,89,1.0869565217391304,0.23201856148491878,5,1,1
Bad,67,81,3,44,19,,89,6-12months,4,6,20,2,21,Unknown,unknown,36,7,None,1,89,1.5625,0.4273504273504274,5,1,0
Bad,58,146,3,48,23,Never,80,LastYear,5,5,25,6,24,Unknown,noInqueryMade,61,10,1,1,80,1.0869565217391304,0.4273504273504274,8,1,1
Bad,74,411,13,89,49,,100,Unknown,7,8,50,0,64,Never,noInqueryMade,43,7,5OrMore,1,83,0.21739130434782608,0.23201856148491878,2,0,0
Bad,73,450,3,63,29,,93,LastYear,6,6,27,3,47,Never,OneOrTwo,31,2,3,1,46,1.0869565217391304,0.23201856148491878,-7,0,0
Good,50,243,5,106,21,Never,86,InLastMonth,3,5,22,2,14,InLastMonth,OneOrTwo,79,9,None,5,92,3.7037037037037033,1.8181818181818181,5,1,1
Good,73,261,8,101,14,Never,82,InLast6Months,4,5,17,2,29,Unknown,unknown,18,3,1,0,56,0.7575757575757576,0.4273504273504274,18,1,0
Bad,64,150,2,45,12,Never,86,InLast6Months,0,2,14,4,21,Never,OneOrTwo,9,4,None,0,56,0.7575757575757576,0.23201856148491878,15,1,0
Bad,83,284,25,93,9,,100,Unknown,7,8,22,0,33,InLast6Months,unknown,0,0,None,0,25,0.21739130434782608,0.6896551724137931,60,0,0
Good,82,258,22,104,7,,100,Unknown,7,8,7,0,43,Never,unknown,60,2,None,0,100,0.21739130434782608,0.23201856148491878,0,0,1
Good,62,80,3,31,7,OnceOrTwice,78,2years+,6,2,9,3,22,Never,OneOrTwo,25,4,1,0,86,0.6172839506172839,0.23201856148491878,23,1,0
Good,86,383,11,150,35,,100,Unknown,7,8,21,1,9,6-12months,unknown,0,8,1,0,48,0.21739130434782608,2.7027027027027026,-66,0,0
Good,82,171,3,84,26,,96,LastYear,6,6,27,2,44,InLast6Months,OneOrTwo,3,2,3,0,54,1.0869565217391304,0.6896551724137931,4,0,0
Bad,69,101,2,54,23,Never,88,LastYear,6,2,26,6,50,Never,OneOrTwo,27,1,5OrMore,0,57,1.0869565217391304,0.23201856148491878,12,1,0
Bad,71,174,5,42,25,,96,6-12months,6,6,25,6,20,InLast6Months,OneOrTwo,12,3,1,0,29,1.5625,0.6896551724137931,0,0,0
Bad,65,293,11,142,20,Never,38,InLast6Months,4,5,24,1,50,InLast6Months,Over10,9,4,3,2,62,0.7575757575757576,0.6896551724137931,17,1,0
Good,86,323,25,148,25,,96,2years+,6,6,25,0,28,Never,unknown,2,6,1,0,67,0.6172839506172839,0.23201856148491878,0,0,0
Bad,63,208,6,86,39,Never,95,6-12months,4,6,43,1,45,Never,UpTo10,5,6,4,0,86,1.5625,0.23201856148491878,10,0,0
Bad,51,91,5,27,7,OnceOrTwice,75,InLast6Months,0,2,9,3,63,Never,UpTo5,76,3,1,1,100,0.7575757575757576,0.23201856148491878,23,1,1
Bad,63,173,11,89,36,,97,2years+,6,6,36,1,3,Never,noInqueryMade,86,10,None,5,78,0.6172839506172839,0.23201856148491878,0,0,1
Bad,80,113,5,48,13,,86,2years+,6,6,14,2,14,InLast6Months,noInqueryMade,0,0,None,0,17,0.6172839506172839,0.6896551724137931,8,1,0
Bad,79,322,14,117,32,Never,100,Unknown,6,8,34,0,50,Never,unknown,0,1,None,0,29,0.21739130434782608,0.23201856148491878,6,0,0
Good,86,177,5,70,33,,100,Unknown,7,8,34,3,38,Never,OneOrTwo,2,2,1,0,36,0.21739130434782608,0.23201856148491878,3,0,0
Bad,68,21,13,16,3,,67,InLast6Months,4,6,3,0,67,Never,unknown,0,0,1,0,67,0.7575757575757576,0.23201856148491878,0,1,0
Bad,85,319,3,91,15,,100,Unknown,7,8,17,2,24,Never,UpTo5,3,2,None,0,50,0.21739130434782608,0.23201856148491878,12,0,0
Good,82,194,4,55,24,,100,Unknown,7,8,28,2,14,InLast6Months,noInqueryMade,5,2,1,1,36,0.21739130434782608,0.6896551724137931,15,0,0
Good,78,267,22,150,13,,92,2years+,6,6,14,0,8,Unknown,unknown,71,2,None,1,50,0.6172839506172839,0.4273504273504274,8,0,1
Bad,65,269,10,100,14,,93,InLast6Months,4,6,14,1,36,Never,noInqueryMade,86,4,2,1,100,0.7575757575757576,0.23201856148491878,0,0,1
Good,68,194,2,67,14,OnceOrTwice,79,2years+,6,5,0,1,58,Unknown,noInqueryMade,46,4,4,1,100,0.6172839506172839,0.4273504273504274,0,1,0
Bad,65,115,11,43,19,,90,InLastMonth,4,6,20,1,50,Unknown,unknown,52,5,5OrMore,0,85,3.7037037037037033,0.4273504273504274,5,0,0
Good,76,179,7,91,22,,100,Unknown,7,8,45,1,45,Unknown,unknown,40,4,1,1,78,0.21739130434782608,0.4273504273504274,52,0,0
Good,80,145,2,80,25,,92,2years+,6,6,26,3,50,InLast6Months,noInqueryMade,2,2,2,0,56,0.6172839506172839,0.6896551724137931,4,0,0
Bad,71,175,25,150,2,Never,100,Unknown,9,8,3,0,50,Never,OneOrTwo,33,3,unknown,0,65,0.21739130434782608,0.23201856148491878,34,0,0
Bad,58,214,10,150,15,3-5,58,InLastMonth,4,3,19,1,53,Unknown,unknown,3,4,2,0,100,3.7037037037037033,0.4273504273504274,22,1,0
Good,83,244,3,69,33,,100,Unknown,7,8,34,3,15,InLast6Months,noInqueryMade,1,6,1,0,38,0.21739130434782608,0.6896551724137931,3,0,0
Bad,67,194,25,78,10,,92,InLastMonth,4,6,13,0,62,Unknown,noInqueryMade,73,2,1,0,100,3.7037037037037033,0.4273504273504274,24,0,1
Bad,69,404,25,150,12,Never,79,InLast6Months,1,3,15,0,29,6-12months,unknown,55,2,None,1,67,0.7575757575757576,2.7027027027027026,20,1,1
Good,86,241,4,79,25,,100,Unknown,7,8,25,2,16,Never,OneOrTwo,2,2,unknown,0,22,0.21739130434782608,0.23201856148491878,0,0,0
Bad,61,95,2,49,21,,95,Never,4,6,22,4,27,InLastMonth,UpTo5,36,5,2,1,57,14.285714285714285,1.8181818181818181,5,0,0
Bad,65,176,1,19,18,,100,Unknown,7,8,37,6,10,Unknown,UpTo5,38,8,1,2,59,0.21739130434782608,0.4273504273504274,52,0,0
Good,78,306,1,80,19,,90,6-12months,6,6,20,3,40,Never,noInqueryMade,9,6,None,0,64,1.5625,0.23201856148491878,5,0,0
Bad,63,154,3,126,21,,95,2years+,6,6,9,3,36,InLast6Months,noInqueryMade,87,8,2,5,86,0.6172839506172839,0.6896551724137931,-133,0,1
Good,68,103,17,49,19,Never,90,InLast6Months,6,2,20,0,35,6-12months,unknown,13,1,1,0,50,0.7575757575757576,2.7027027027027026,5,0,0
Bad,56,148,12,59,13,OnceOrTwice,75,InLastMonth,0,2,16,0,63,Never,noInqueryMade,86,3,1,1,71,3.7037037037037033,0.23201856148491878,19,1,1
Good,82,191,12,98,9,Never,90,2years+,6,5,10,0,60,InLast6Months,noInqueryMade,0,0,1,0,60,0.6172839506172839,0.6896551724137931,10,0,0
Good,75,325,7,101,23,Never,96,2years+,6,6,24,1,63,InLast6Months,unknown,47,4,3,0,89,0.6172839506172839,0.6896551724137931,5,0,0
Good,76,222,2,80,34,,97,2years+,6,6,36,3,22,Never,UpTo5,6,6,4,0,55,0.6172839506172839,0.23201856148491878,6,0,0
Good,81,144,14,83,23,,92,2years+,6,6,25,0,36,Never,unknown,8,1,1,0,33,0.6172839506172839,0.23201856148491878,8,0,0
Bad,76,168,12,63,21,Never,88,2years+,6,4,24,0,54,LastYear,unknown,48,3,5OrMore,0,69,0.6172839506172839,2.380952380952381,13,1,0
Good,71,153,6,51,11,,100,Unknown,7,8,11,3,0,InLast6Months,unknown,45,7,unknown,1,64,0.21739130434782608,0.6896551724137931,0,0,0
Bad,60,138,6,64,20,,87,InLastMonth,4,6,23,2,57,Unknown,noInqueryMade,75,5,2,1,100,3.7037037037037033,0.4273504273504274,14,1,1
Good,73,162,3,88,39,Never,95,2years+,6,6,14,4,24,InLast6Months,unknown,28,9,1,1,61,0.6172839506172839,0.6896551724137931,-178,0,0
Good,72,226,13,83,33,Never,97,Unknown,6,7,37,0,47,Never,OneOrTwo,1,3,4,1,80,0.21739130434782608,0.23201856148491878,11,0,0
Bad,57,86,3,36,28,,90,LastYear,6,6,29,5,28,Never,OneOrTwo,53,10,2,2,76,1.0869565217391304,0.23201856148491878,4,0,0
Good,65,261,2,93,14,OnceOrTwice,87,2years+,6,6,17,2,47,Never,unknown,29,4,1,0,67,0.6172839506172839,0.23201856148491878,18,1,0
Good,60,164,10,87,27,3-5,80,2years+,6,3,32,1,40,Unknown,noInqueryMade,67,2,1,1,57,0.6172839506172839,0.4273504273504274,16,1,1
Good,84,247,5,84,22,,100,Unknown,6,7,22,2,50,Unknown,OneOrTwo,25,4,1,0,86,0.21739130434782608,0.4273504273504274,0,0,0
Good,65,170,7,67,12,Never,60,2years+,6,5,15,2,40,InLast6Months,unknown,71,3,1,2,71,0.6172839506172839,0.6896551724137931,20,1,1
Bad,91,108,25,150,4,,100,Unknown,7,8,3,0,0,LastYear,unknown,1,1,unknown,0,25,0.21739130434782608,2.380952380952381,-33,0,0
Bad,57,23,7,14,12,,92,InLast6Months,4,6,12,3,25,Never,UpTo5,38,3,unknown,2,50,0.7575757575757576,0.23201856148491878,0,0,0
Good,83,257,5,68,22,,100,Unknown,7,8,22,2,41,InLastMonth,OneOrTwo,2,3,5OrMore,0,64,0.21739130434782608,1.8181818181818181,0,0,0
Good,80,192,7,72,22,,100,Unknown,6,8,23,2,39,Never,noInqueryMade,13,2,2,1,63,0.21739130434782608,0.23201856148491878,5,0,0
Bad,75,233,4,96,12,,92,InLast6Months,4,6,12,5,17,Never,UpTo10,6,2,1,0,50,0.7575757575757576,0.23201856148491878,0,0,0
Good,84,311,10,85,26,,100,Unknown,7,8,26,1,31,Never,unknown,8,3,1,0,36,0.21739130434782608,0.23201856148491878,0,0,0
Good,78,177,1,65,26,,96,Unknown,6,6,28,3,46,Unknown,noInqueryMade,4,4,4,0,64,0.21739130434782608,0.4273504273504274,8,0,0
Bad,58,74,9,28,14,,93,InLast6Months,4,6,15,1,67,Unknown,OneOrTwo,88,2,4,2,78,0.7575757575757576,0.4273504273504274,7,0,1
Bad,63,97,9,44,9,6+,71,2years+,6,2,17,4,29,Never,UpTo5,69,1,None,1,50,0.6172839506172839,0.23201856148491878,48,1,1
Good,79,200,10,82,38,,100,Unknown,7,8,40,1,30,Never,noInqueryMade,35,2,1,1,36,0.21739130434782608,0.23201856148491878,5,0,0
Bad,81,163,7,75,22,Never,91,2years+,6,4,23,1,61,LastYear,unknown,4,1,2,0,57,0.6172839506172839,2.380952380952381,5,0,0
Bad,64,203,13,88,9,OnceOrTwice,57,6-12months,6,5,21,0,50,LastYear,unknown,0,1,3,0,83,1.5625,2.380952380952381,58,1,0
Good,87,390,4,117,25,,100,Unknown,7,8,26,2,42,Never,UpTo5,3,3,None,0,44,0.21739130434782608,0.23201856148491878,4,0,0
Good,84,294,5,119,44,,100,Unknown,7,8,47,3,68,Never,OneOrTwo,4,5,5OrMore,2,76,0.21739130434782608,0.23201856148491878,7,0,0
Good,81,335,10,81,31,,94,6-12months,4,6,33,1,50,Unknown,noInqueryMade,19,2,4,0,64,1.5625,0.4273504273504274,7,0,0
Bad,78,44,25,32,3,,100,Unknown,7,8,3,0,0,Unknown,OneOrTwo,21,1,unknown,0,50,0.21739130434782608,0.4273504273504274,0,0,0
Good,68,348,12,91,34,,100,Unknown,7,8,34,0,32,Never,unknown,78,10,3,5,76,0.21739130434782608,0.23201856148491878,0,0,1
Bad,56,119,11,58,21,Never,86,6-12months,0,6,21,1,14,Unknown,unknown,47,5,unknown,3,67,1.5625,0.4273504273504274,0,1,0
Bad,57,323,5,92,13,OnceOrTwice,67,InLast6Months,4,3,15,1,27,Unknown,OneOrTwo,61,2,2,1,63,0.7575757575757576,0.4273504273504274,14,1,1
Good,82,194,6,87,33,Never,97,2years+,6,5,34,2,21,6-12months,unknown,2,5,1,0,44,0.6172839506172839,2.7027027027027026,3,0,0
Bad,93,95,11,131,8,,100,Unknown,7,8,2,1,0,Unknown,unknown,1,3,unknown,0,38,0.21739130434782608,0.4273504273504274,-300,0,0
Bad,74,271,4,65,32,,100,Unknown,7,8,33,6,18,Never,noInqueryMade,18,4,unknown,1,20,0.21739130434782608,0.23201856148491878,4,0,0
Good,81,162,8,82,32,,100,Unknown,7,8,13,1,47,InLast6Months,unknown,5,1,4,0,46,0.21739130434782608,0.6896551724137931,-146,0,0
Bad,66,208,3,83,24,,92,InLast6Months,4,6,25,3,32,InLast6Months,unknown,44,6,None,0,70,0.7575757575757576,0.6896551724137931,4,0,0
Bad,69,110,6,53,24,,96,2years+,6,6,26,3,31,InLast6Months,unknown,45,10,3,1,84,0.6172839506172839,0.6896551724137931,8,0,0
Bad,73,167,2,87,9,,90,2years+,6,6,10,1,80,Never,OneOrTwo,33,3,1,0,100,0.6172839506172839,0.23201856148491878,10,0,0
Good,73,138,15,83,19,Never,95,LastYear,6,4,20,0,10,6-12months,unknown,38,2,None,0,43,1.0869565217391304,2.7027027027027026,5,0,0
Good,77,256,3,93,37,,92,LastYear,6,6,39,4,23,InLast6Months,noInqueryMade,13,3,None,0,31,1.0869565217391304,0.6896551724137931,6,0,0
Good,66,288,13,80,32,,85,InLast6Months,4,6,33,0,33,6-12months,unknown,43,5,None,1,60,0.7575757575757576,2.7027027027027026,4,1,0
Good,66,221,12,103,19,OnceOrTwice,67,InLast6Months,3,5,11,0,38,Unknown,unknown,23,3,3,1,89,0.7575757575757576,0.4273504273504274,-72,1,0
Good,75,174,9,78,17,Never,100,Unknown,6,8,17,1,53,6-12months,unknown,15,2,1,0,44,0.21739130434782608,2.7027027027027026,0,0,0
Good,80,233,3,106,28,,97,InLast6Months,4,6,30,4,37,InLast6Months,OneOrTwo,4,4,1,0,86,0.7575757575757576,0.6896551724137931,7,0,0
Bad,70,185,11,75,36,,97,2years+,6,6,37,1,41,InLastMonth,OneOrTwo,67,10,4,5,85,0.6172839506172839,1.8181818181818181,3,0,1
Bad,75,23,6,15,2,,100,Unknown,7,8,2,1,50,Never,unknown,17,1,None,0,100,0.21739130434782608,0.23201856148491878,0,0,0
Bad,68,261,2,63,13,,86,LastYear,6,6,14,5,36,Never,OneOrTwo,32,7,2,0,83,1.0869565217391304,0.23201856148491878,8,1,0
Bad,70,102,7,37,12,,100,Unknown,7,8,12,1,33,LastYear,unknown,74,6,2,1,100,0.21739130434782608,2.380952380952381,0,0,1
Good,74,250,18,81,19,,100,Unknown,7,8,20,0,20,Never,noInqueryMade,69,6,2,2,69,0.21739130434782608,0.23201856148491878,5,0,1
Bad,63,137,5,75,20,,81,Never,4,6,21,1,19,Never,noInqueryMade,34,3,1,0,71,14.285714285714285,0.23201856148491878,5,1,0
Good,90,332,14,145,8,,100,Unknown,7,8,8,0,38,Unknown,unknown,4,2,None,0,60,0.21739130434782608,0.4273504273504274,0,0,0
Bad,73,176,15,47,14,,100,Unknown,7,8,14,0,7,Unknown,unknown,62,7,unknown,4,100,0.21739130434782608,0.4273504273504274,0,0,1
Bad,74,234,2,104,34,,100,Unknown,7,8,20,3,50,LastYear,unknown,69,3,2,1,88,0.21739130434782608,2.380952380952381,-70,0,1
Bad,80,446,20,103,27,,100,Unknown,7,8,28,0,46,InLastMonth,OneOrTwo,0,1,3,1,50,0.21739130434782608,1.8181818181818181,4,0,0
Good,69,194,25,150,7,,86,2years+,6,6,7,0,0,Unknown,unknown,98,4,unknown,3,100,0.6172839506172839,0.4273504273504274,0,1,1
Bad,60,188,25,136,12,Never,65,InLast6Months,4,5,17,0,47,Never,OneOrTwo,51,4,1,1,100,0.7575757575757576,0.23201856148491878,30,1,0
Bad,72,110,1,52,33,Never,97,2years+,6,2,37,4,22,Never,UpTo5,12,6,1,0,42,0.6172839506172839,0.23201856148491878,11,0,0
Good,72,88,8,70,19,OnceOrTwice,95,2years+,6,2,20,1,10,Unknown,unknown,0,0,unknown,0,9,0.6172839506172839,0.4273504273504274,5,0,0
Bad,63,246,5,113,10,,90,InLast6Months,4,6,10,1,20,InLast6Months,unknown,97,5,None,4,86,0.7575757575757576,0.6896551724137931,0,0,1
Good,71,163,5,64,42,,95,InLast6Months,4,6,42,3,24,InLast6Months,OneOrTwo,1,4,None,0,31,0.7575757575757576,0.6896551724137931,0,0,0
Bad,75,224,4,63,18,Never,84,6-12months,4,5,19,5,26,Never,unknown,15,4,None,1,56,1.5625,0.23201856148491878,6,1,0
Bad,56,194,11,86,19,,95,InLastMonth,4,6,19,1,58,Unknown,UpTo5,94,6,1,5,89,3.7037037037037033,0.4273504273504274,0,0,1
Good,65,194,6,87,39,,93,LastYear,6,6,42,2,29,Unknown,unknown,66,10,2,4,77,1.0869565217391304,0.4273504273504274,8,0,1
Good,86,166,12,81,12,,100,Unknown,7,8,18,0,17,Unknown,unknown,2,4,None,0,83,0.21739130434782608,0.4273504273504274,34,0,0
Bad,69,274,2,73,44,Never,93,2years+,6,6,47,3,43,Never,UpTo5,28,8,5OrMore,2,58,0.6172839506172839,0.23201856148491878,7,0,0
Bad,81,137,9,66,34,,100,Unknown,7,8,34,1,62,Never,noInqueryMade,24,3,3,0,78,0.21739130434782608,0.23201856148491878,0,0,0
Bad,58,184,3,89,9,3-5,69,6-12months,6,2,14,1,38,Never,UpTo5,82,2,1,2,100,1.5625,0.23201856148491878,36,1,1
Good,72,450,1,140,45,,98,InLast6Months,4,6,49,5,11,Never,noInqueryMade,4,10,unknown,0,37,0.7575757575757576,0.23201856148491878,9,0,0
Good,80,263,6,89,34,,100,Unknown,7,8,44,1,33,Never,UpTo5,27,4,2,1,64,0.21739130434782608,0.23201856148491878,23,0,0
Bad,68,308,8,106,12,Never,57,LastYear,6,5,14,1,43,Never,OneOrTwo,89,4,None,1,83,1.0869565217391304,0.23201856148491878,15,1,1
Bad,71,76,5,34,9,,89,2years+,6,6,9,4,11,Never,unknown,53,4,unknown,1,67,0.6172839506172839,0.23201856148491878,0,1,0
Bad,58,162,11,103,35,Never,66,LastYear,5,2,41,1,49,Never,noInqueryMade,69,8,4,2,88,1.0869565217391304,0.23201856148491878,15,1,1
Good,83,450,3,98,41,,100,Unknown,7,8,34,2,46,Unknown,unknown,4,6,5OrMore,0,61,0.21739130434782608,0.4273504273504274,-20,0,0
